"Intake24 food code","English description","Local description","Source locale","FCT","FCT record ID","Sub group code","Energy (kcal) (kcal)","Energy (kJ) (kJ)","Water (g)","Total nitrogen (g)","Nitrogen conversion factor (g)","Protein (g)","Carbohydrate (g)","Englyst fibre (g)","Alcohol (g)","Starch (g)","Total sugars (g)","Non-milk extrinsic sugars (g)","Intrinsic and milk sugars (g)","Glucose (g)","Fructose (g)","Sucrose (g)","Maltose (g)","Lactose (g)","Other sugars (UK) (g)","Fat (g)","Satd FA (g)","Cis-Mon FA (g)","Cis-n3 FA (g)","Cis-n6 FA (g)","Trans FA (g)","Cholesterol (g)","Retinol (g)","Total carotene (g)","Alpha-carotene (g)","Beta-carotene (g)","Beta cryptoxanthin (g)","Vitamin A (g)","Vitamin D (g)","Thiamin (g)","Riboflavin (g)","Niacin (g)","Tryptophan/60 (g)","Niacin equivalent (g)","Vitamin C (g)","Vitamin E (g)","Vitamin B6 (g)","Vitamin B12 (g)","Folate (g)","Pantothenic acid (g)","Biotin (g)","Sodium (g)","Potassium (g)","Calcium (g)","Magnesium (g)","Phosphorus (g)","Iron (g)","Haem iron (g)","Non-haem iron (g)","Copper (g)","Zinc (g)","Chloride (g)","Iodine (g)","Manganese (g)","Selenium (g)","AOAC (g)","FS Table sugar (g)","FS Other Added Sugar (g)","FS Honey (g)","FS Fruit Juice (g)","FS Dried Fruit (g)","FS Fruit Puree (g)","FS Stewed Fruit (g)","FS Vegetable Puree (g)","Total FS (g)","Fruit (g)","Dried fruit (g)","Fruit juice (g)","Smoothie fruit (g)","Tomatoes (g)","Tomato puree (g)","Brassicaceae (g)","Yellow Red Green (g)","Beans (g)","Nuts (g)","Other Vegetables (g)","Beef (g)","Lamb (g)","Pork (g)","Processed Red Meat (g)","Other Red Meat (g)","Burgers (g)","Sausages (g)","Offal (g)","Poultry (g)","Processed Poultry (g)","Game Birds (g)","White Fish (g)","Oily Fish (g)","Canned Tuna (g)","Shellfish (g)","Cottage Cheese (g)","Cheddar Cheese (g)","Other Cheese (g)"
"CPLN","Chocolate Orange, plain/dark chocolate (e.g. Terrys)","Chocolate Orange, plain/dark chocolate (e.g. Terrys)","UK_V2_2022","UK_NDB_1","2255","44R","503.0","2106.0","0.6","1.0","6.25","6.1","58.3","5.0","0.0","6.3","52.0","51.8","0.2","0.0","0.0","51.8","0.0","0.2","0.0","28.9","17.43","9.12","0.08","0.98","0.05","6.0","15.0","15.0","0.0","15.0","0.0","18.0","0.0","0.04","0.06","0.4","0.9","1.3","0.0","1.4","0.0","0.0","12.0","0.3","3.0","17.0","300.0","33.0","89.0","140.0","2.3","0.0","2.3","0.71","1.3","25.0","3.0","0.63","4.0","6.6","52.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","52.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CPLS","Chicken pie, slice from a large","Chicken pie, white sauce based, slice from a large pie","UK_V2_2022","UK_NDB_1","1119","31B","278.0","1165.0","45.1","2.8","7.02","17.3","20.3","0.6","0.0","18.7","1.7","0.0","1.7","0.1","0.0","0.0","0.2","1.4","0.0","14.7","6.36","5.52","0.41","1.52","0.09","48.0","23.0","13.0","0.0","13.0","0.0","25.0","0.15","0.11","0.13","7.3","3.4","10.7","0.3","1.6","0.3","0.2","8.0","1.1","3.0","227.0","297.0","77.0","24.0","190.0","0.6","0.1","0.6","0.02","0.6","347.0","18.0","0.15","9.0","0.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","38.11","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CPRF","Reduced-fat cottage pie (beef), ready meal (e.g. Weight Watchers)","Reduced-fat cottage pie (beef), ready meal (e.g. Weight Watchers)","UK_V2_2022","UK_NDB_1","4283","23A","75.0","319.0","80.3","0.7","6.24","4.1","11.4","1.1","0.0","10.1","1.3","0.0","1.3","0.4","0.4","0.2","0.0","0.3","0.0","1.8","0.8","0.61","0.05","0.1","0.1","11.0","2.0","954.0","242.0","830.0","7.0","161.0","0.1","0.06","0.06","1.5","0.8","2.3","13.8","0.5","0.1","0.3","10.0","0.3","1.0","170.0","255.0","22.0","12.0","55.0","0.7","0.1","0.6","0.07","0.8","262.0","5.0","0.1","4.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0.4","0.0","0.0","0.0","0.0","5.0","5.0","0.0","6.0","0.0","0.0","12.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CPRM","Chicken and pasta ready meal","Chicken and pasta ready meal","UK_V2_2022","UK_NDB_1","6393","1D","144.0","605.0","73.0","1.5","6.01","9.0","17.2","0.8","0.0","15.1","2.1","0.3","1.8","0.7","0.8","0.3","0.3","0.0","0.0","4.8","2.3","1.37","0.07","0.8","0.01","32.0","2.0","241.0","0.0","241.0","0.0","42.0","0.03","0.07","0.04","2.3","1.5","3.8","0.0","1.2","0.2","0.0","7.0","0.5","2.0","216.0","219.0","27.0","21.0","75.0","0.6","0.0","0.6","0.06","0.5","397.0","1.0","0.21","3.0","1.1","0.4","0.1","0.0","0.0","0.0","0.0","0.0","0.6","1.1","0.0","0.0","0.0","0.0","19.57","0.0","0.0","1.7","0.0","0.0","5.56","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.33","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.23","0.0"
"CPRS","Capers","Capers","UK_V2_2022","UK_NDB_1","9389","37M","13.0","54.0","84.5","0.4","6.25","2.2","0.8","1.2","0.0","0.5","0.3","0.0","0.3","0.2","0.1","0.0","0.0","0.0","0.0","0.1","0.02","0.02","0.02","0.02","0.0","0.0","0.0","2.0","0.0","2.0","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","1.0","0.1","0.0","0.0","6.0","0.3","1.0","3100.0","39.0","33.0","13.0","9.0","0.8","0.0","0.8","0.19","0.2","4230.0","3.0","0.05","1.0","1.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CPSQ","Mixed fruit juice drink, ready to drink, 25-49% juice (e.g. Capri sun, Rubicon)","Mixed fruit juice drink, ready to drink, 25-49% juice (e.g. Capri sun, Rubicon)","UK_V2_2022","UK_NDB_1","2358","57C","16.0","68.0","91.3","0.0","6.25","0.0","4.3","0.0","0.0","0.1","4.2","4.2","0.0","1.2","1.5","1.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.1","30.7","0.0","0.0","0.0","2.0","0.0","0.0","12.0","44.0","6.0","3.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.7","0.0","0.0","1.5","0.0","0.0","0.0","0.0","4.2","0.0","0.0","31.84","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CPSS","Custard, made with sugar (homemade)","Custard, made with sugar (homemade)","UK_V2_2022","UK_NDB_1","548","9C","82.0","346.0","80.1","0.4","6.37","3.1","14.9","0.0","0.0","5.2","9.7","5.9","3.8","0.0","0.0","5.9","0.0","3.8","0.0","1.5","0.93","0.35","0.01","0.06","0.06","6.0","16.0","7.0","0.0","7.0","0.0","17.0","0.0","0.02","0.19","0.1","0.6","0.7","0.9","0.1","0.1","0.7","6.0","0.6","3.0","59.0","142.0","108.0","9.0","87.0","0.1","0.0","0.1","0.01","0.4","109.0","25.0","0.0","1.0","0.3","5.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CPTA","Chicken nuggets/pieces, from takeaway e.g McNuggets","Chicken nuggets/pieces, from takeaway e.g McNuggets","UK_V2_2022","UK_NDB_1","1115","26A","218.0","918.0","44.5","2.2","6.25","14.0","20.8","0.2","0.0","20.1","0.8","0.2","0.6","0.6","0.0","0.0","0.3","0.0","0.0","9.4","0.9","5.17","0.34","2.45","0.01","30.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.09","0.12","7.4","3.7","11.1","0.0","2.7","0.4","1.7","8.0","1.1","1.0","520.0","350.0","28.0","27.0","218.0","0.7","0.3","0.4","0.07","0.6","680.0","3.0","0.2","8.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","54.07","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CPTK","Chicken pizza","Chicken pizza","UK_V2_2022","UK_NDB_1","10030","1C","220.0","931.0","50.0","1.8","6.25","11.0","33.4","1.2","0.0","28.6","4.8","1.9","2.9","1.0","1.3","1.1","1.2","0.2","0.0","6.1","2.16","2.37","0.25","1.03","0.11","15.0","33.0","269.0","0.0","253.0","34.0","78.0","0.04","0.3","0.09","2.2","1.7","3.9","8.5","1.7","0.1","0.2","12.0","0.5","6.0","330.0","272.0","96.0","22.0","110.0","1.1","0.0","1.0","0.11","0.9","567.0","7.0","0.3","3.0","1.5","2.2","0.0","0.0","0.0","0.0","0.0","0.0","1.7","3.9","0.0","0.0","0.0","0.0","0.0","13.0","0.0","2.2","0.0","0.0","8.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.5"
"CRAF","Cranberries","Cranberries","UK_V2_2022","UK_NDB_1","2000","40R","15.0","65.0","87.0","0.1","6.25","0.4","3.4","3.0","0.0","0.0","3.4","0.0","3.4","2.2","1.2","0.0","0.0","0.0","0.0","0.1","0.0","0.04","0.02","0.02","0.0","0.0","0.0","22.0","0.0","22.0","0.0","4.0","0.0","0.03","0.02","0.1","0.1","0.2","13.0","1.0","0.1","0.0","2.0","0.2","2.0","2.0","95.0","12.0","7.0","11.0","0.7","0.0","0.7","0.05","0.2","0.0","0.0","0.1","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CRAS","Cranberry squash,  diluted","Cranberry squash / juice,  with ADDED SUGAR, diluted","UK_V2_2022","UK_NDB_1","11581","57A","9.0","39.0","96.7","0.0","6.25","0.0","2.5","0.0","0.0","0.0","2.5","2.5","0.0","1.0","0.9","0.3","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","38.0","0.0","38.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6","0.0","0.0","0.0","0.0","0.0","0.0","6.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.3","0.0","0.0","0.2","0.0","0.0","0.0","0.0","2.5","0.0","0.0","3.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CRBC","Crunchy biscuit (e.g. Foxes crunch biscuit)","Crunchy biscuit (e.g. Foxes crunch biscuit)","UK_V2_2022","UK_NDB_1","8196","7A","464.0","1956.0","2.9","0.9","5.7","5.4","75.6","1.9","0.0","40.0","35.6","34.9","0.8","2.1","0.9","32.6","0.0","0.0","0.0","17.7","8.33","6.48","0.05","1.8","0.04","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.17","0.02","1.3","1.1","2.4","0.0","2.7","0.1","0.0","9.0","0.4","2.0","374.0","155.0","95.0","20.0","106.0","1.6","0.0","1.6","0.12","0.7","352.0","0.0","0.64","3.0","2.2","27.8","5.3","0.0","0.0","0.0","0.0","0.0","0.0","33.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CRBO","Crab, fresh","Crab, fresh","UK_V2_2022","UK_NDB_1","1561","34F","115.0","484.0","72.1","3.1","6.25","19.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.1","0.76","1.05","0.8","0.17","0.02","169.0","3.0","0.0","0.0","0.0","0.0","3.0","0.0","0.05","0.88","0.7","5.5","6.2","0.0","4.7","0.2","12.9","13.0","1.6","9.0","337.0","204.0","226.0","42.0","318.0","1.5","0.6","0.9","1.72","6.6","515.0","218.0","0.19","156.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0"
"CRBR","Crispbread Rye with or without seeds (e.g. Ryvita)","Crispbread Rye with or without seeds (e.g. Ryvita)","UK_V2_2022","UK_NDB_1","256","7A","340.0","1438.0","7.7","1.9","5.83","11.2","61.4","13.7","0.0","56.2","5.1","0.0","5.1","0.0","0.0","4.3","0.9","0.0","0.0","7.2","1.3","0.78","0.32","2.44","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26","0.04","0.9","2.2","3.1","0.0","0.4","0.1","0.0","29.0","0.6","8.0","244.0","511.0","38.0","141.0","292.0","3.9","0.0","3.9","0.32","2.9","323.0","0.0","0.2","5.0","18.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CRCA","Crab, canned","Crab, canned","UK_V2_2022","UK_NDB_1","1561","34F","115.0","484.0","72.1","3.1","6.25","19.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.1","0.76","1.05","0.8","0.17","0.02","169.0","3.0","0.0","0.0","0.0","0.0","3.0","0.0","0.05","0.88","0.7","5.5","6.2","0.0","4.7","0.2","12.9","13.0","1.6","9.0","337.0","204.0","226.0","42.0","318.0","1.5","0.6","0.9","1.72","6.6","515.0","218.0","0.19","156.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0"
"CRCR","Cream cracker","Cream cracker","UK_V2_2022","UK_NDB_1","255","7A","445.0","1878.0","4.9","1.8","5.7","10.0","74.4","2.9","0.0","72.7","1.7","0.0","1.7","0.0","0.0","0.0","1.7","0.0","0.0","14.0","6.2","5.14","0.06","1.82","0.01","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.14","0.02","1.5","1.9","3.4","0.0","1.7","0.1","0.0","19.0","0.8","4.0","504.0","215.0","93.0","22.0","103.0","2.0","0.0","2.0","0.17","0.7","564.0","0.0","0.65","3.0","3.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CRDS","Petits Filous Little Desserts Chocolate & Vanilla","Petits Filous Little Desserts Chocolate & Vanilla","UK_V2_2022","UK_NDB_1","7696","15C","152.0","638.0","67.3","0.7","6.38","4.7","22.2","0.4","0.0","0.8","21.4","16.9","4.5","1.3","2.2","13.2","0.0","4.7","0.0","5.5","3.7","1.25","0.09","0.23","0.19","3.0","46.0","11.0","0.0","11.0","0.0","48.0","0.0","0.04","0.21","0.2","0.8","1.0","0.0","0.6","0.0","0.2","6.0","0.4","3.0","88.0","220.0","97.0","28.0","100.0","1.6","0.0","1.6","0.12","0.6","113.0","36.0","0.2","1.0","0.6","12.9","3.9","0.0","0.0","0.0","0.0","0.0","0.0","16.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CREM","Crème brulee","Crème brulee","UK_V2_2022","UK_NDB_1","10215","15C","301.0","1250.0","50.5","0.6","6.34","4.0","20.7","0.0","0.0","2.2","18.5","16.6","1.8","0.0","0.0","16.6","0.0","1.8","0.0","23.0","14.8","5.18","0.13","0.75","0.4","161.0","313.0","97.0","0.0","97.0","0.0","329.0","1.7","0.04","0.23","0.1","0.9","1.0","0.7","1.0","0.0","1.0","14.0","0.6","7.0","40.0","80.0","58.0","7.0","112.0","0.8","0.0","0.8","0.04","0.6","85.0","22.0","0.01","11.0","0.0","16.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CREP","Chocolate filled crepe","Chocolate filled pancake/crepe","UK_V2_2022","UK_NDB_1","10399","1R","442.0","1857.0","9.1","1.1","6.25","7.0","62.6","1.4","0.0","21.4","41.2","40.7","0.5","0.2","0.0","39.5","0.0","1.5","0.0","19.9","6.6","6.0","0.4","6.5","0.12","50.0","23.0","2.0","0.0","2.0","0.0","24.0","0.22","0.06","0.14","0.5","1.5","2.0","0.2","4.0","0.1","0.4","10.0","0.4","7.0","400.0","235.0","101.0","34.0","135.0","1.5","0.0","1.5","0.23","0.8","540.0","13.0","0.59","4.0","2.7","37.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CRFR","Creme fraiche","Creme fraiche","UK_V2_2022","UK_NDB_1","3014","13B","378.0","1556.0","55.8","0.3","6.38","2.2","2.4","0.0","0.0","0.3","2.1","0.0","2.1","0.0","0.0","0.0","0.0","2.1","0.0","40.0","27.97","8.0","0.16","0.65","0.77","113.0","388.0","143.0","0.0","143.0","0.0","412.0","0.29","0.02","0.21","0.1","0.5","0.5","1.0","0.7","0.0","0.2","3.0","0.2","1.0","22.0","81.0","58.0","6.0","58.0","0.1","0.0","0.1","0.0","0.2","55.0","8.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CRGI","Crystallised ginger","Crystallised ginger","UK_V2_2022","UK_NDB_1","10595","43R","312.0","1332.0","16.3","0.0","6.25","0.1","82.9","0.6","0.0","0.6","82.3","55.1","27.2","25.3","29.8","27.2","0.0","0.0","0.0","0.1","0.03","0.03","0.01","0.01","0.0","0.0","0.0","6.0","0.0","6.0","0.0","1.0","0.0","0.0","0.0","0.2","0.0","0.2","0.0","0.0","0.1","0.0","2.0","0.1","0.0","2.0","45.0","4.0","5.0","6.0","0.1","0.0","0.1","0.05","0.1","7.0","1.0","0.01","1.0","2.3","77.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","77.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","67.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CRHO","Cream horns","Cream horns","UK_V2_2022","UK_NDB_1","313","8D","401.0","1679.0","29.8","0.6","6.25","4.0","47.0","0.9","0.0","22.5","24.5","17.8","6.6","2.4","0.9","18.6","1.4","1.1","0.0","23.3","12.99","6.34","0.23","1.24","0.38","44.0","183.0","136.0","0.0","136.0","0.0","206.0","0.0","0.05","0.05","0.4","0.7","1.1","1.0","1.7","0.0","0.2","6.0","0.2","2.0","136.0","94.0","68.0","10.0","86.0","0.5","0.0","0.5","0.0","0.3","167.0","10.0","0.2","3.0","1.2","16.3","5.5","0.0","0.0","0.0","0.7","0.0","0.0","22.5","7.65","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CRMP","Crumpet / pikelet","Crumpet / pikelet","UK_V2_2022","UK_NDB_1","148","2R","207.0","882.0","40.3","1.2","5.7","6.9","45.4","1.8","0.0","42.3","3.1","0.0","3.1","1.1","0.3","0.0","1.7","0.0","0.0","1.0","0.16","0.18","0.03","0.26","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.23","0.05","1.5","1.8","3.3","0.0","0.3","0.1","0.0","9.0","0.2","3.0","548.0","157.0","112.0","16.0","207.0","1.3","0.0","1.3","0.09","0.6","1302.0","1.0","0.35","6.0","3.1","2.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CRNB","Cranberry sauce","Cranberry sauce","UK_V2_2022","UK_NDB_1","9396","41B","262.0","1117.0","30.8","0.1","6.25","0.3","68.8","0.1","0.0","6.7","62.1","62.1","0.0","20.8","20.8","20.5","0.0","0.0","0.0","0.3","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.02","0.1","0.1","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22.0","123.0","5.0","2.0","8.0","0.3","0.0","0.3","0.05","0.1","90.0","0.0","0.07","1.0","0.2","39.4","20.9","0.0","0.8","0.0","1.0","0.0","0.0","62.1","23.25","0.0","13.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CRNC","Chicken slice with stuffing","Chicken slice with stuffing","UK_V2_2022","UK_NDB_1","5284","27A","120.0","507.0","76.0","0.0","0.0","19.7","2.2","0.1","0.0","1.5","0.7","0.7","0.0","0.7","0.0","0.0","0.0","0.0","0.0","3.7","1.07","1.86","0.09","0.44","0.03","63.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.05","0.18","9.7","4.2","13.9","0.0","0.2","0.4","0.0","8.0","1.1","2.0","640.0","360.0","13.0","28.0","350.0","0.4","0.2","0.2","0.08","0.8","810.0","5.0","0.02","11.0","0.5","0.0","0.7","0.0","0.0","0.0","0.0","0.0","0.0","0.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","83.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CRNF","Cornflakes, supermarket brand","Cornflakes, supermarket brand","UK_V2_2022","UK_NDB_1","206","6R","387.0","1649.0","3.4","1.2","6.25","7.5","92.7","1.9","0.0","86.1","6.6","3.7","2.8","1.6","1.4","3.7","0.0","0.0","0.0","1.0","0.3","0.13","0.01","0.29","0.0","0.0","0.0","125.0","16.0","117.0","0.0","21.0","5.0","1.1","1.4","15.5","0.5","16.0","0.0","0.1","1.4","2.5","400.0","6.0","2.0","236.0","89.0","3.0","11.0","45.0","14.0","0.0","14.0","0.0","0.2","365.0","0.0","0.06","9.0","2.5","6.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CROT","Carrot cake, with icing","Carrot cake, with icing","UK_V2_2022","UK_NDB_1","5722","8D","398.0","1669.0","20.4","0.7","5.7","4.1","55.6","1.4","0.0","20.6","35.1","33.3","1.7","0.0","0.8","32.3","1.9","0.0","0.0","19.2","4.34","7.97","1.02","4.51","0.16","51.0","70.0","547.0","0.0","547.0","0.0","162.0","0.0","0.06","0.08","0.9","1.1","2.0","0.8","1.8","0.1","0.2","11.0","0.8","5.0","157.0","140.0","101.0","14.0","169.0","0.9","0.0","0.9","0.16","0.5","168.0","3.0","0.45","4.0","1.8","23.3","4.9","0.0","0.0","0.0","5.6","0.0","0.0","33.8","0.4","0.4","0.34","0.0","0.0","0.0","0.0","10.71","0.0","2.43","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CRPA","Crab pate","Crab pate","UK_V2_2022","UK_NDB_1","1561","34F","115.0","484.0","72.1","3.1","6.25","19.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.1","0.76","1.05","0.8","0.17","0.02","169.0","3.0","0.0","0.0","0.0","0.0","3.0","0.0","0.05","0.88","0.7","5.5","6.2","0.0","4.7","0.2","12.9","13.0","1.6","9.0","337.0","204.0","226.0","42.0","318.0","1.5","0.6","0.9","1.72","6.6","515.0","218.0","0.19","156.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0"
